id;Item;AHPrice;BuyPrice;Respawn;Qty;Seller
6474;Pattern: Deviate Scale Cloak;None;550;10800;2;Kalldan Felmoon
6475;Pattern: Deviate Scale Gloves;2000;1500;10800;2;Kalldan Felmoon
4357;Rough Blasting Powder;19;16;10800;4;Jinky Twizzlefixxit
4363;Copper Modulator;199;200;10800;2;Jinky Twizzlefixxit
4364;Coarse Blasting Powder;622;48;10800;4;Jinky Twizzlefixxit
4404;Silver Contact;200;100;10800;3;Jinky Twizzlefixxit
4357;Rough Blasting Powder;19;16;10800;4;Zan Shivsproket
4361;Copper Tube;285;480;10800;2;Zan Shivsproket
4363;Copper Modulator;199;200;10800;2;Zan Shivsproket
4364;Coarse Blasting Powder;622;48;10800;4;Zan Shivsproket
4371;Bronze Tube;400;800;10800;2;Zan Shivsproket
4382;Bronze Framework;4000;2400;10800;1;Zan Shivsproket
4404;Silver Contact;200;100;10800;3;Zan Shivsproket
16767;Recipe: Undermine Clam Chowder;None;3000;10800;1;Jabbey
4357;Rough Blasting Powder;19;16;10800;4;Jubie Gadgetspring
4364;Coarse Blasting Powder;622;48;10800;4;Jubie Gadgetspring
4357;Rough Blasting Powder;19;16;10800;4;Knaz Blunderflame
4364;Coarse Blasting Powder;622;48;10800;4;Knaz Blunderflame
4357;Rough Blasting Powder;19;16;10800;4;Yuka Screwspigot
4364;Coarse Blasting Powder;622;48;10800;4;Yuka Screwspigot
4371;Bronze Tube;400;800;10800;2;Yuka Screwspigot
4357;Rough Blasting Powder;19;16;10800;4;Tink Sprocketwhistle
4364;Coarse Blasting Powder;622;48;10800;4;Tink Sprocketwhistle
4382;Bronze Framework;4000;2400;10800;1;Tink Sprocketwhistle
4357;Rough Blasting Powder;19;16;10800;4;Xizzer Fizzbolt
4363;Copper Modulator;199;200;10800;2;Xizzer Fizzbolt
4364;Coarse Blasting Powder;622;48;10800;4;Xizzer Fizzbolt
4382;Bronze Framework;4000;2400;10800;1;Xizzer Fizzbolt
4404;Silver Contact;200;100;10800;3;Xizzer Fizzbolt
16046;Schematic: Masterwork Target Dummy;None;16000;10800;1;Xizzer Fizzbolt
16047;Schematic: Thorium Tube;139999;16000;10800;1;Xizzer Fizzbolt
16050;Schematic: Delicate Arcanite Converter;131212;20000;10800;1;Xizzer Fizzbolt
18652;Schematic: Gyrofreeze Ice Reflector;None;12000;10800;1;Xizzer Fizzbolt
18656;Schematic: Powerful Seaforium Charge;None;16000;10800;1;Xizzer Fizzbolt
4357;Rough Blasting Powder;19;16;10800;4;Field Repair Bot 74A
4364;Coarse Blasting Powder;622;48;10800;4;Field Repair Bot 74A
4357;Rough Blasting Powder;19;16;10800;4;Zorbin Fandazzle
4361;Copper Tube;285;480;10800;2;Zorbin Fandazzle
4364;Coarse Blasting Powder;622;48;10800;4;Zorbin Fandazzle
2488;Gladius;None;536;0;0;Corina Steele
2489;Two-handed Sword;None;342;0;0;Corina Steele
2490;Tomahawk;None;540;0;0;Corina Steele
2491;Large Axe;None;484;0;0;Corina Steele
2492;Cudgel;None;284;0;0;Corina Steele
2493;Wooden Mallet;None;701;0;0;Corina Steele
2494;Stiletto;None;401;0;0;Corina Steele
2495;Walking Stick;None;504;0;0;Corina Steele
2320;Coarse Thread;20;10;0;0;Tharynn Bouden
2324;Bleach;50;25;0;0;Tharynn Bouden
2604;Red Dye;100;50;0;0;Tharynn Bouden
2678;Mild Spices;None;10;0;0;Tharynn Bouden
2880;Weak Flux;None;100;0;0;Tharynn Bouden
2901;Mining Pick;None;81;0;0;Tharynn Bouden
3371;Empty Vial;8;20;0;0;Tharynn Bouden
4289;Salt;100;50;0;0;Tharynn Bouden
5956;Blacksmith Hammer;None;18;0;0;Tharynn Bouden
6217;Copper Rod;1000;124;0;0;Tharynn Bouden
6256;Fishing Pole;None;23;0;0;Tharynn Bouden
6260;Blue Dye;100;50;0;0;Tharynn Bouden
6325;Recipe: Brilliant Smallfish;4497;40;0;0;Tharynn Bouden
6328;Recipe: Longjaw Mud Snapper;4799;400;0;0;Tharynn Bouden
6529;Shiny Bauble;48;50;0;0;Tharynn Bouden
7005;Skinning Knife;10000;82;0;0;Tharynn Bouden
792;Knitted Sandals;None;207;0;0;Kurran Steele
793;Knitted Gloves;None;139;0;0;Kurran Steele
794;Knitted Pants;None;279;0;0;Kurran Steele
795;Knitted Tunic;None;280;0;0;Kurran Steele
796;Rough Leather Boots;None;264;0;0;Kurran Steele
797;Rough Leather Gloves;None;176;0;0;Kurran Steele
798;Rough Leather Pants;None;354;0;0;Kurran Steele
799;Rough Leather Vest;None;355;0;0;Kurran Steele
1839;Rough Leather Belt;None;184;0;0;Kurran Steele
1840;Rough Leather Bracers;None;185;0;0;Kurran Steele
3602;Knitted Belt;None;145;0;0;Kurran Steele
3603;Knitted Bracers;None;145;0;0;Kurran Steele
1194;Bastard Sword;None;104;0;0;Janos Hammerknuckle
2130;Club;None;54;0;0;Janos Hammerknuckle
2131;Shortsword;None;54;0;0;Janos Hammerknuckle
2132;Short Staff;None;102;0;0;Janos Hammerknuckle
2134;Hand Axe;None;82;0;0;Janos Hammerknuckle
2139;Dirk;None;57;0;0;Janos Hammerknuckle
2479;Broad Axe;None;108;0;0;Janos Hammerknuckle
2480;Large Club;None;72;0;0;Janos Hammerknuckle
159;Refreshing Spring Water;50;25;0;0;Brog Hamfist
2512;Rough Arrow;None;10;0;0;Brog Hamfist
2516;Light Shot;None;10;0;0;Brog Hamfist
4470;Simple Wood;99;38;0;0;Brog Hamfist
4471;Flint and Tinder;None;135;0;0;Brog Hamfist
4496;Small Brown Pouch;272;500;0;0;Brog Hamfist
4498;Brown Leather Satchel;1500;2500;0;0;Brog Hamfist
5042;Red Ribboned Wrapping Paper;None;50;0;0;Brog Hamfist
159;Refreshing Spring Water;50;25;0;0;Brother Danil
2512;Rough Arrow;None;10;0;0;Brother Danil
2516;Light Shot;None;10;0;0;Brother Danil
4540;Tough Hunk of Bread;8;25;0;0;Brother Danil
847;Chainmail Armor;None;1749;0;0;Morhan Coppertongue
848;Chainmail Pants;None;1755;0;0;Morhan Coppertongue
849;Chainmail Boots;None;1326;0;0;Morhan Coppertongue
850;Chainmail Gloves;None;883;0;0;Morhan Coppertongue
1845;Chainmail Belt;None;877;0;0;Morhan Coppertongue
1846;Chainmail Bracers;None;880;0;0;Morhan Coppertongue
2117;Thin Cloth Shoes;None;37;0;0;Dermot Johns
2119;Thin Cloth Gloves;None;25;0;0;Dermot Johns
2120;Thin Cloth Pants;None;50;0;0;Dermot Johns
2121;Thin Cloth Armor;None;50;0;0;Dermot Johns
2122;Cracked Leather Belt;None;32;0;0;Dermot Johns
2123;Cracked Leather Boots;None;49;0;0;Dermot Johns
2124;Cracked Leather Bracers;None;33;0;0;Dermot Johns
2125;Cracked Leather Gloves;None;33;0;0;Dermot Johns
2126;Cracked Leather Pants;None;60;0;0;Dermot Johns
2127;Cracked Leather Vest;None;60;0;0;Dermot Johns
3599;Thin Cloth Belt;None;24;0;0;Dermot Johns
3600;Thin Cloth Bracers;None;24;0;0;Dermot Johns
852;Mace;None;1739;0;0;Nillen Andemar
1197;Giant Mace;None;2666;0;0;Nillen Andemar
2492;Cudgel;None;284;0;0;Nillen Andemar
2493;Wooden Mallet;None;701;0;0;Nillen Andemar
922;Dacian Falx;None;12038;0;0;Gavin Gnarltree
923;Longsword;None;8743;0;0;Gavin Gnarltree
924;Maul;None;10972;0;0;Gavin Gnarltree
925;Flail;None;7797;0;0;Gavin Gnarltree
926;Battle Axe;None;9784;0;0;Gavin Gnarltree
927;Double Axe;None;6953;0;0;Gavin Gnarltree
928;Long Staff;None;9860;0;0;Gavin Gnarltree
2024;Espadon;None;6078;0;0;Gavin Gnarltree
2025;Bearded Axe;None;5304;0;0;Gavin Gnarltree
2026;Rock Hammer;None;6286;0;0;Gavin Gnarltree
2027;Scimitar;None;3815;0;0;Gavin Gnarltree
2028;Hammer;None;5065;0;0;Gavin Gnarltree
2029;Cleaver;None;4419;0;0;Gavin Gnarltree
2030;Gnarled Staff;None;5544;0;0;Gavin Gnarltree
2208;Poniard;None;3650;0;0;Gavin Gnarltree
2209;Kris;None;7115;0;0;Gavin Gnarltree
2148;Polished Scale Belt;None;2907;0;0;Morg Gnarltree
2149;Polished Scale Boots;None;4397;0;0;Morg Gnarltree
2150;Polished Scale Bracers;None;2930;0;0;Morg Gnarltree
2151;Polished Scale Gloves;None;2941;0;0;Morg Gnarltree
2152;Polished Scale Leggings;None;5906;0;0;Morg Gnarltree
2153;Polished Scale Vest;None;5927;0;0;Morg Gnarltree
2446;Kite Shield;None;6182;0;0;Morg Gnarltree
17192;Reinforced Targe;None;4399;0;0;Morg Gnarltree
159;Refreshing Spring Water;50;25;0;0;Mabel Solaj
1179;Ice Cold Milk;None;125;0;0;Mabel Solaj
1205;Melon Juice;None;500;0;0;Mabel Solaj
2515;Sharp Arrow;None;50;0;0;Mabel Solaj
2519;Heavy Shot;None;50;0;0;Mabel Solaj
3030;Razor Arrow;None;300;0;0;Mabel Solaj
3033;Solid Shot;None;300;0;0;Mabel Solaj
4470;Simple Wood;99;38;0;0;Mabel Solaj
4471;Flint and Tinder;None;135;0;0;Mabel Solaj
4497;Heavy Brown Bag;None;20000;0;0;Mabel Solaj
4498;Brown Leather Satchel;1500;2500;0;0;Mabel Solaj
2512;Rough Arrow;None;10;0;0;Avette Fellwood
2515;Sharp Arrow;None;50;0;0;Avette Fellwood
3026;Reinforced Bow;None;3812;0;0;Avette Fellwood
3027;Heavy Recurve Bow;None;6349;0;0;Avette Fellwood
3030;Razor Arrow;None;300;0;0;Avette Fellwood
5439;Small Quiver;None;100;0;0;Avette Fellwood
11285;Jagged Arrow;None;1000;0;0;Avette Fellwood
11362;Medium Quiver;3000;1000;0;0;Avette Fellwood
4540;Tough Hunk of Bread;8;25;0;0;Farmer Saldean
4541;Freshly Baked Bread;None;125;0;0;Farmer Saldean
4542;Moist Cornbread;133;500;0;0;Farmer Saldean
4544;Mulgore Spice Bread;None;1000;0;0;Farmer Saldean
4601;Soft Banana Bread;None;2000;0;0;Farmer Saldean
8950;Homemade Cherry Pie;None;4000;0;0;Farmer Saldean
11109;Special Chicken Feed;20000;25;0;0;Farmer Saldean
159;Refreshing Spring Water;50;25;0;0;Joshua Maclure
1179;Ice Cold Milk;None;125;0;0;Joshua Maclure
1205;Melon Juice;None;500;0;0;Joshua Maclure
1645;Moonberry Juice;1000;2000;0;0;Joshua Maclure
1708;Sweet Nectar;225;1000;0;0;Joshua Maclure
2593;Flask of Port;None;150;0;0;Joshua Maclure
2594;Flagon of Mead;None;1500;0;0;Joshua Maclure
2595;Jug of Bourbon;None;2000;0;0;Joshua Maclure
2596;Skin of Dwarven Stout;None;120;0;0;Joshua Maclure
2723;Bottle of Pinot Noir;None;50;0;0;Joshua Maclure
8766;Morning Glory Dew;None;4000;0;0;Joshua Maclure
159;Refreshing Spring Water;50;25;0;0;Barkeep Hann
1179;Ice Cold Milk;None;125;0;0;Barkeep Hann
1205;Melon Juice;None;500;0;0;Barkeep Hann
1645;Moonberry Juice;1000;2000;0;0;Barkeep Hann
1708;Sweet Nectar;225;1000;0;0;Barkeep Hann
1942;Bottle of Moonshine;None;1265;0;0;Barkeep Hann
8766;Morning Glory Dew;None;4000;0;0;Barkeep Hann
1941;Cask of Merlot;None;815;0;0;Roberto Pupellyverbos
2593;Flask of Port;None;150;0;0;Roberto Pupellyverbos
2594;Flagon of Mead;None;1500;0;0;Roberto Pupellyverbos
2595;Jug of Bourbon;None;2000;0;0;Roberto Pupellyverbos
2596;Skin of Dwarven Stout;None;120;0;0;Roberto Pupellyverbos
2723;Bottle of Pinot Noir;None;50;0;0;Roberto Pupellyverbos
159;Refreshing Spring Water;50;25;0;0;Innkeeper Farley
414;Dalaran Sharp;50;125;0;0;Innkeeper Farley
422;Dwarven Mild;None;500;0;0;Innkeeper Farley
1179;Ice Cold Milk;None;125;0;0;Innkeeper Farley
1205;Melon Juice;None;500;0;0;Innkeeper Farley
1645;Moonberry Juice;1000;2000;0;0;Innkeeper Farley
1707;Stormwind Brie;100;1000;0;0;Innkeeper Farley
1708;Sweet Nectar;225;1000;0;0;Innkeeper Farley
2070;Darnassian Bleu;None;25;0;0;Innkeeper Farley
3927;Fine Aged Cheddar;None;2000;0;0;Innkeeper Farley
8766;Morning Glory Dew;None;4000;0;0;Innkeeper Farley
8932;Alterac Swiss;1450;4000;0;0;Innkeeper Farley
728;Recipe: Westfall Stew;9000;200;0;0;Kendor Kabonka
2697;Recipe: Goretusk Liver Pie;9000;400;0;0;Kendor Kabonka
2698;Recipe: Cooked Crab Claw;None;400;0;0;Kendor Kabonka
2699;Recipe: Redridge Goulash;9000;800;0;0;Kendor Kabonka
2700;Recipe: Succulent Pork Ribs;4999;400;0;0;Kendor Kabonka
2701;Recipe: Seasoned Wolf Kabob;9000;1600;0;0;Kendor Kabonka
2889;Recipe: Beer Basted Boar Ribs;9000;240;0;0;Kendor Kabonka
3678;Recipe: Crocolisk Steak;9000;400;0;0;Kendor Kabonka
3679;Recipe: Blood Sausage;9000;400;0;0;Kendor Kabonka
3680;Recipe: Murloc Fin Soup;9000;1600;0;0;Kendor Kabonka
3681;Recipe: Crocolisk Gumbo;9000;1600;0;0;Kendor Kabonka
3682;Recipe: Curiously Tasty Omelet;12998;1600;0;0;Kendor Kabonka
3683;Recipe: Gooey Spider Cake;9000;1600;0;0;Kendor Kabonka
2880;Weak Flux;None;100;0;0;Karm Ironquill
2901;Mining Pick;None;81;0;0;Karm Ironquill
3466;Strong Flux;None;2000;0;0;Karm Ironquill
3857;Coal;131;500;0;0;Karm Ironquill
2411;Black Stallion Bridle;None;100000;0;0;Katie Hunter
2414;Pinto Bridle;None;100000;0;0;Katie Hunter
5655;Chestnut Mare Bridle;None;100000;0;0;Katie Hunter
5656;Brown Horse Bridle;None;100000;0;0;Katie Hunter
18776;Swift Palomino;None;1000000;0;0;Katie Hunter
18777;Swift Brown Steed;None;1000000;0;0;Katie Hunter
18778;Swift White Steed;None;1000000;0;0;Katie Hunter
159;Refreshing Spring Water;50;25;0;0;Barkeep Dobbins
414;Dalaran Sharp;50;125;0;0;Barkeep Dobbins
422;Dwarven Mild;None;500;0;0;Barkeep Dobbins
1179;Ice Cold Milk;None;125;0;0;Barkeep Dobbins
1205;Melon Juice;None;500;0;0;Barkeep Dobbins
1645;Moonberry Juice;1000;2000;0;0;Barkeep Dobbins
1707;Stormwind Brie;100;1000;0;0;Barkeep Dobbins
1708;Sweet Nectar;225;1000;0;0;Barkeep Dobbins
1939;Skin of Sweet Rum;None;675;0;0;Barkeep Dobbins
2070;Darnassian Bleu;None;25;0;0;Barkeep Dobbins
2593;Flask of Port;None;150;0;0;Barkeep Dobbins
2594;Flagon of Mead;None;1500;0;0;Barkeep Dobbins
2595;Jug of Bourbon;None;2000;0;0;Barkeep Dobbins
2596;Skin of Dwarven Stout;None;120;0;0;Barkeep Dobbins
2723;Bottle of Pinot Noir;None;50;0;0;Barkeep Dobbins
3927;Fine Aged Cheddar;None;2000;0;0;Barkeep Dobbins
8766;Morning Glory Dew;None;4000;0;0;Barkeep Dobbins
8932;Alterac Swiss;1450;4000;0;0;Barkeep Dobbins
414;Dalaran Sharp;50;125;0;0;Elaine Trias
422;Dwarven Mild;None;500;0;0;Elaine Trias
1707;Stormwind Brie;100;1000;0;0;Elaine Trias
2070;Darnassian Bleu;None;25;0;0;Elaine Trias
3927;Fine Aged Cheddar;None;2000;0;0;Elaine Trias
8932;Alterac Swiss;1450;4000;0;0;Elaine Trias
159;Refreshing Spring Water;50;25;0;0;Quartermaster Lewis
1179;Ice Cold Milk;None;125;0;0;Quartermaster Lewis
2512;Rough Arrow;None;10;0;0;Quartermaster Lewis
2515;Sharp Arrow;None;50;0;0;Quartermaster Lewis
2516;Light Shot;None;10;0;0;Quartermaster Lewis
2519;Heavy Shot;None;50;0;0;Quartermaster Lewis
4470;Simple Wood;99;38;0;0;Quartermaster Lewis
4471;Flint and Tinder;None;135;0;0;Quartermaster Lewis
4496;Small Brown Pouch;272;500;0;0;Quartermaster Lewis
4498;Brown Leather Satchel;1500;2500;0;0;Quartermaster Lewis
5042;Red Ribboned Wrapping Paper;None;50;0;0;Quartermaster Lewis
159;Refreshing Spring Water;50;25;0;0;Corporal Bluth
1179;Ice Cold Milk;None;125;0;0;Corporal Bluth
1205;Melon Juice;None;500;0;0;Corporal Bluth
1645;Moonberry Juice;1000;2000;0;0;Corporal Bluth
1708;Sweet Nectar;225;1000;0;0;Corporal Bluth
2515;Sharp Arrow;None;50;0;0;Corporal Bluth
2519;Heavy Shot;None;50;0;0;Corporal Bluth
3030;Razor Arrow;None;300;0;0;Corporal Bluth
3033;Solid Shot;None;300;0;0;Corporal Bluth
4470;Simple Wood;99;38;0;0;Corporal Bluth
4471;Flint and Tinder;None;135;0;0;Corporal Bluth
4497;Heavy Brown Bag;None;20000;0;0;Corporal Bluth
4498;Brown Leather Satchel;1500;2500;0;0;Corporal Bluth
4536;Shiny Red Apple;None;25;0;0;Corporal Bluth
4537;Tel'Abim Banana;None;125;0;0;Corporal Bluth
4538;Snapvine Watermelon;None;500;0;0;Corporal Bluth
4539;Goldenbark Apple;None;1000;0;0;Corporal Bluth
4602;Moon Harvest Pumpkin;None;2000;0;0;Corporal Bluth
8766;Morning Glory Dew;None;4000;0;0;Corporal Bluth
8953;Deep Fried Plantains;None;4000;0;0;Corporal Bluth
11284;Accurate Slugs;None;1000;0;0;Corporal Bluth
11285;Jagged Arrow;None;1000;0;0;Corporal Bluth
12228;Recipe: Roast Raptor;14899;5000;0;0;Corporal Bluth
12231;Recipe: Jungle Stew;18098;3000;0;0;Corporal Bluth
2320;Coarse Thread;20;10;0;0;Amy Davenport
2321;Fine Thread;None;100;0;0;Amy Davenport
2324;Bleach;50;25;0;0;Amy Davenport
2678;Mild Spices;None;10;0;0;Amy Davenport
2692;Hot Spices;None;40;0;0;Amy Davenport
2880;Weak Flux;None;100;0;0;Amy Davenport
2901;Mining Pick;None;81;0;0;Amy Davenport
2928;Dust of Decay;10200;20;0;0;Amy Davenport
3371;Empty Vial;8;20;0;0;Amy Davenport
3372;Leaded Vial;None;200;0;0;Amy Davenport
4289;Salt;100;50;0;0;Amy Davenport
5956;Blacksmith Hammer;None;18;0;0;Amy Davenport
6217;Copper Rod;1000;124;0;0;Amy Davenport
6256;Fishing Pole;None;23;0;0;Amy Davenport
6529;Shiny Bauble;48;50;0;0;Amy Davenport
6530;Nightcrawlers;489;100;0;0;Amy Davenport
7005;Skinning Knife;10000;82;0;0;Amy Davenport
2512;Rough Arrow;None;10;0;0;Kimberly Hiett
2515;Sharp Arrow;None;50;0;0;Kimberly Hiett
3030;Razor Arrow;None;300;0;0;Kimberly Hiett
4384;Explosive Sheep;6899;4000;0;0;Kimberly Hiett
5439;Small Quiver;None;100;0;0;Kimberly Hiett
11285;Jagged Arrow;None;1000;0;0;Kimberly Hiett
11362;Medium Quiver;3000;1000;0;0;Kimberly Hiett
2880;Weak Flux;None;100;0;0;Karen Taylor
2901;Mining Pick;None;81;0;0;Karen Taylor
3466;Strong Flux;None;2000;0;0;Karen Taylor
3857;Coal;131;500;0;0;Karen Taylor
5956;Blacksmith Hammer;None;18;0;0;Karen Taylor
18567;Elemental Flux;None;150000;0;0;Karen Taylor
159;Refreshing Spring Water;50;25;0;0;Lindsay Ashlock
1179;Ice Cold Milk;None;125;0;0;Lindsay Ashlock
1205;Melon Juice;None;500;0;0;Lindsay Ashlock
2512;Rough Arrow;None;10;0;0;Lindsay Ashlock
2515;Sharp Arrow;None;50;0;0;Lindsay Ashlock
2516;Light Shot;None;10;0;0;Lindsay Ashlock
2519;Heavy Shot;None;50;0;0;Lindsay Ashlock
2946;Balanced Throwing Dagger;None;30;0;0;Lindsay Ashlock
3107;Keen Throwing Knife;None;75;0;0;Lindsay Ashlock
3131;Weighted Throwing Axe;None;30;0;0;Lindsay Ashlock
3135;Sharp Throwing Axe;None;75;0;0;Lindsay Ashlock
4470;Simple Wood;99;38;0;0;Lindsay Ashlock
4471;Flint and Tinder;None;135;0;0;Lindsay Ashlock
4496;Small Brown Pouch;272;500;0;0;Lindsay Ashlock
4498;Brown Leather Satchel;1500;2500;0;0;Lindsay Ashlock
5048;Blue Ribboned Wrapping Paper;None;50;0;0;Lindsay Ashlock
2445;Large Metal Shield;None;3433;0;0;Kara Adams
17188;Ringed Buckler;None;2265;0;0;Kara Adams
159;Refreshing Spring Water;50;25;0;0;Adlin Pridedrift
2512;Rough Arrow;None;10;0;0;Adlin Pridedrift
2516;Light Shot;None;10;0;0;Adlin Pridedrift
4540;Tough Hunk of Bread;8;25;0;0;Adlin Pridedrift
2117;Thin Cloth Shoes;None;37;0;0;Durnan Furcutter
2119;Thin Cloth Gloves;None;25;0;0;Durnan Furcutter
2120;Thin Cloth Pants;None;50;0;0;Durnan Furcutter
2121;Thin Cloth Armor;None;50;0;0;Durnan Furcutter
2122;Cracked Leather Belt;None;32;0;0;Durnan Furcutter
2123;Cracked Leather Boots;None;49;0;0;Durnan Furcutter
2124;Cracked Leather Bracers;None;33;0;0;Durnan Furcutter
2125;Cracked Leather Gloves;None;33;0;0;Durnan Furcutter
2126;Cracked Leather Pants;None;60;0;0;Durnan Furcutter
2127;Cracked Leather Vest;None;60;0;0;Durnan Furcutter
3599;Thin Cloth Belt;None;24;0;0;Durnan Furcutter
3600;Thin Cloth Bracers;None;24;0;0;Durnan Furcutter
2320;Coarse Thread;20;10;0;0;Gina MacGregor
2321;Fine Thread;None;100;0;0;Gina MacGregor
2324;Bleach;50;25;0;0;Gina MacGregor
2604;Red Dye;100;50;0;0;Gina MacGregor
2605;Green Dye;1707;100;0;0;Gina MacGregor
2678;Mild Spices;None;10;0;0;Gina MacGregor
2692;Hot Spices;None;40;0;0;Gina MacGregor
2880;Weak Flux;None;100;0;0;Gina MacGregor
2901;Mining Pick;None;81;0;0;Gina MacGregor
3371;Empty Vial;8;20;0;0;Gina MacGregor
4289;Salt;100;50;0;0;Gina MacGregor
5956;Blacksmith Hammer;None;18;0;0;Gina MacGregor
6217;Copper Rod;1000;124;0;0;Gina MacGregor
6256;Fishing Pole;None;23;0;0;Gina MacGregor
6260;Blue Dye;100;50;0;0;Gina MacGregor
6529;Shiny Bauble;48;50;0;0;Gina MacGregor
6530;Nightcrawlers;489;100;0;0;Gina MacGregor
7005;Skinning Knife;10000;82;0;0;Gina MacGregor
3371;Empty Vial;8;20;0;0;Antonio Perelli
3372;Leaded Vial;None;200;0;0;Antonio Perelli
8925;Crystal Vial;None;2500;0;0;Antonio Perelli
18256;Imbued Vial;None;30000;0;0;Antonio Perelli
4536;Shiny Red Apple;None;25;0;0;Homer Stonefield
4537;Tel'Abim Banana;None;125;0;0;Homer Stonefield
4538;Snapvine Watermelon;None;500;0;0;Homer Stonefield
4539;Goldenbark Apple;None;1000;0;0;Homer Stonefield
4602;Moon Harvest Pumpkin;None;2000;0;0;Homer Stonefield
8953;Deep Fried Plantains;None;4000;0;0;Homer Stonefield
796;Rough Leather Boots;None;264;0;0;Veldan Lightfoot
797;Rough Leather Gloves;None;176;0;0;Veldan Lightfoot
798;Rough Leather Pants;None;354;0;0;Veldan Lightfoot
799;Rough Leather Vest;None;355;0;0;Veldan Lightfoot
843;Tanned Leather Boots;None;1077;0;0;Veldan Lightfoot
844;Tanned Leather Gloves;None;720;0;0;Veldan Lightfoot
845;Tanned Leather Pants;None;1447;0;0;Veldan Lightfoot
846;Tanned Leather Jerkin;None;1452;0;0;Veldan Lightfoot
1839;Rough Leather Belt;None;184;0;0;Veldan Lightfoot
1840;Rough Leather Bracers;None;185;0;0;Veldan Lightfoot
1843;Tanned Leather Belt;None;725;0;0;Veldan Lightfoot
1844;Tanned Leather Bracers;None;728;0;0;Veldan Lightfoot
1194;Bastard Sword;None;104;0;0;Rybrad Coldbank
2130;Club;None;54;0;0;Rybrad Coldbank
2131;Shortsword;None;54;0;0;Rybrad Coldbank
2132;Short Staff;None;102;0;0;Rybrad Coldbank
2134;Hand Axe;None;82;0;0;Rybrad Coldbank
2139;Dirk;None;57;0;0;Rybrad Coldbank
2479;Broad Axe;None;108;0;0;Rybrad Coldbank
2480;Large Club;None;72;0;0;Rybrad Coldbank
843;Tanned Leather Boots;None;1077;0;0;Kat Sampson
844;Tanned Leather Gloves;None;720;0;0;Kat Sampson
845;Tanned Leather Pants;None;1447;0;0;Kat Sampson
846;Tanned Leather Jerkin;None;1452;0;0;Kat Sampson
1843;Tanned Leather Belt;None;725;0;0;Kat Sampson
1844;Tanned Leather Bracers;None;728;0;0;Kat Sampson
159;Refreshing Spring Water;50;25;0;0;Sergeant De Vries
1179;Ice Cold Milk;None;125;0;0;Sergeant De Vries
1205;Melon Juice;None;500;0;0;Sergeant De Vries
1645;Moonberry Juice;1000;2000;0;0;Sergeant De Vries
1708;Sweet Nectar;225;1000;0;0;Sergeant De Vries
2593;Flask of Port;None;150;0;0;Sergeant De Vries
2594;Flagon of Mead;None;1500;0;0;Sergeant De Vries
2595;Jug of Bourbon;None;2000;0;0;Sergeant De Vries
2596;Skin of Dwarven Stout;None;120;0;0;Sergeant De Vries
2723;Bottle of Pinot Noir;None;50;0;0;Sergeant De Vries
8766;Morning Glory Dew;None;4000;0;0;Sergeant De Vries
285;Scalemail Vest;None;3555;0;0;Dorin Songblade
286;Scalemail Pants;None;3229;0;0;Dorin Songblade
287;Scalemail Boots;None;2441;0;0;Dorin Songblade
718;Scalemail Gloves;None;1614;0;0;Dorin Songblade
1852;Scalemail Bracers;None;1684;0;0;Dorin Songblade
1853;Scalemail Belt;None;1690;0;0;Dorin Songblade
3371;Empty Vial;8;20;0;0;Dawn Brightstar
3372;Leaded Vial;None;200;0;0;Dawn Brightstar
5565;Infernal Stone;None;5000;0;0;Dawn Brightstar
8925;Crystal Vial;None;2500;0;0;Dawn Brightstar
16583;Demonic Figurine;None;10000;0;0;Dawn Brightstar
17020;Arcane Powder;None;1000;0;0;Dawn Brightstar
17021;Wild Berries;None;700;0;0;Dawn Brightstar
17026;Wild Thornroot;None;1000;0;0;Dawn Brightstar
17028;Holy Candle;None;700;0;0;Dawn Brightstar
17029;Sacred Candle;None;1000;0;0;Dawn Brightstar
17030;Ankh;None;2000;0;0;Dawn Brightstar
17031;Rune of Teleportation;None;1000;0;0;Dawn Brightstar
17032;Rune of Portals;None;2000;0;0;Dawn Brightstar
17033;Symbol of Divinity;None;2000;0;0;Dawn Brightstar
17034;Maple Seed;None;200;0;0;Dawn Brightstar
17035;Stranglethorn Seed;None;400;0;0;Dawn Brightstar
17036;Ashwood Seed;None;800;0;0;Dawn Brightstar
17037;Hornbeam Seed;None;1400;0;0;Dawn Brightstar
17038;Ironwood Seed;None;2000;0;0;Dawn Brightstar
18256;Imbued Vial;None;30000;0;0;Dawn Brightstar
21177;Symbol of Kings;None;3000;0;0;Dawn Brightstar
792;Knitted Sandals;None;207;0;0;Morley Eberlein
793;Knitted Gloves;None;139;0;0;Morley Eberlein
794;Knitted Pants;None;279;0;0;Morley Eberlein
795;Knitted Tunic;None;280;0;0;Morley Eberlein
3602;Knitted Belt;None;145;0;0;Morley Eberlein
3603;Knitted Bracers;None;145;0;0;Morley Eberlein
2320;Coarse Thread;20;10;0;0;Gunder Thornbush
2321;Fine Thread;None;100;0;0;Gunder Thornbush
2324;Bleach;50;25;0;0;Gunder Thornbush
2678;Mild Spices;None;10;0;0;Gunder Thornbush
2692;Hot Spices;None;40;0;0;Gunder Thornbush
2880;Weak Flux;None;100;0;0;Gunder Thornbush
2901;Mining Pick;None;81;0;0;Gunder Thornbush
3371;Empty Vial;8;20;0;0;Gunder Thornbush
